Unique donor ID,Donor type,Amount,Donation Date,Donation source,Payment Method,Donor First Gift Date,Web Donation,Recurring Donation,Campaign week,Donor location
0011n00002BnuQFAAZ,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntWjAAJ,Individuals,1000.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntWgAAJ,Individuals,52.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 9,England
0011n00002BntWRAAZ,Individuals,13.9,Microsoft.OleDb.Date,Media Appeal,Credit cards,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BntWRAAZ,Individuals,13.9,Microsoft.OleDb.Date,Media Appeal,Credit cards,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BntWkAAJ,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntWlAAJ,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BntWmAAJ,Individuals,200.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Wales
0011n00002BntWnAAJ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BntWoAAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntWpAAJ,Individuals,20.85,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BntWqAAJ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntW8AAJ,Individuals,139.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002Bna0GAAR,Companies,80.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BntWXAAZ,Individuals,50.0,Microsoft.OleDb.Date,Media Appeal,Credit cards,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BntWkAAJ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,England
0011n00002BntWYAAZ,Individuals,94.07,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntWZAAZ,Individuals,28.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntWaAAJ,Individuals,28.01,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnvuxAAB,Individuals,1500.0,Microsoft.OleDb.Date,Double the Love fundraising ,Bank Transfer,Microsoft.OleDb.Date,0,,Week 1,Northern Ireland
0011n00002BntWwAAJ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002Bna9pAAB,Schools,264.8,Microsoft.OleDb.Date,Appeal letter,Business Cheque,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BnvuxAAB,Individuals,500.0,Microsoft.OleDb.Date,Double the Love fundraising ,Bank Transfer,Microsoft.OleDb.Date,0,,Week 5,Northern Ireland
0011n00002BnvuxAAB,Individuals,500.0,Microsoft.OleDb.Date,Double the Love fundraising ,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Northern Ireland
0011n00002BnwT3AAJ,Individuals,40.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BnvTnAAJ,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvTnAAJ,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvTpAAJ,Individuals,14.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvTrAAJ,Individuals,14.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvTsAAJ,Individuals,14.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnvTuAAJ,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnvTnAAJ,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnvTnAAJ,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnvTjAAJ,Individuals,7.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnvTlAAJ,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BntWrAAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntWuAAJ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntX5AAJ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 10,England
0011n00002BnuOfAAJ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BntX1AAJ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002Bnv5JAAR,Individuals,100.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002Bnv5LAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5MAAR,Individuals,205.81,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5NAAR,Individuals,41.7,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002GX5i0AAD,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5PAAR,Individuals,10.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5QAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5RAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5SAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5TAAR,Individuals,150.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnwJwAAJ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5UAAR,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5VAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnxKdAAJ,Individuals,401.33,Microsoft.OleDb.Date,Fundraising Projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002Bo1HGAAZ,Faith Groups,20.0,Microsoft.OleDb.Date,Media Appeal,Cheques,Microsoft.OleDb.Date,0,,Week 8,England
0011n00002BnxKdAAJ,Individuals,150.0,Microsoft.OleDb.Date,Fundraising Projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnrRRAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Bank Transfer,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BnvU1AAJ,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvU3AAJ,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvU3AAJ,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvU4AAJ,Individuals,125.1,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvU4AAJ,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnxObAAJ,Individuals,25.0,Microsoft.OleDb.Date,Fundraising Projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002Bnv5vAAB,Individuals,27.8,Microsoft.OleDb.Date,Double the Love fundraising ,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 9,Scotland
0011n00002Bnv5tAAB,Individuals,60.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5uAAB,Individuals,60.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5vAAB,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5vAAB,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5wAAB,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5xAAB,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5yAAB,Individuals,60.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5zAAB,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv60AAB,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnkAZAAZ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv61AAB,Individuals,120.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv62AAB,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv63AAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv5jAAB,Individuals,100.0,Microsoft.OleDb.Date,Volunteer talk,Credit cards,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002Bnv5lAAB,Individuals,200.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002Bnv5rAAB,Individuals,100.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002Bnv5XAAR,Individuals,251.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv5YAAR,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnxc9AAB,Individuals,194.6,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002Bnv5jAAB,Individuals,150.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002Bnv68AAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv69AAB,Individuals,60.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002FSyflAAD,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6BAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv64AAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv65AAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv66AAB,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv67AAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6CAAR,Individuals,27.8,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6DAAR,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv6EAAR,Individuals,60.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6FAAR,Individuals,27.8,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv6GAAR,Individuals,18.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002FSyflAAD,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002Bnv6KAAR,Individuals,40.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002Bnv6OAAR,Individuals,10.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 10,England
0011n00002Bnv6HAAR,Individuals,40.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6IAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6JAAR,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BntV0AAJ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv6KAAR,Individuals,40.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv6LAAR,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Wales
0011n00002Bnv6MAAR,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv6NAAR,Individuals,65.2,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6OAAR,Individuals,10.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6PAAR,Individuals,27.8,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv6QAAR,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Northern Ireland
0011n00002Bnv6RAAR,Individuals,80.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6SAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Wales
0011n00002Bnv6TAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6UAAR,Individuals,40.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bnv6XAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bnv6YAAR,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnvlXAAR,Individuals,7.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlbAAB,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlcAAB,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnxKnAAJ,Individuals,12.0,Microsoft.OleDb.Date,Fundraising Projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnfS8AAJ,Individuals,220.0,Microsoft.OleDb.Date,Fundraising Projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnvldAAB,Individuals,41.7,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bnv7OAAR,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnSNSAA3,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002Bnd3UAAR,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BnvU6AAJ,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvU7AAJ,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlRAAR,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlSAAR,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlSAAR,Individuals,7.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnkepAAB,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlTAAR,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlWAAR,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002BnvlWAAR,Individuals,14.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002BnvlXAAR,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlXAAR,Individuals,21.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlYAAR,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlYAAR,Individuals,7.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnvlaAAB,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnafYAAR,Companies,5.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002Bnd3UAAR,Individuals,200.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,England
0011n00002BnsT9AAJ,Individuals,126.0,Microsoft.OleDb.Date,Appeal letter,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002Bnv6wAAB,Individuals,5.0,Microsoft.OleDb.Date,Appeal letter,Cash,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002Bnv6hAAB,Individuals,25.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BnvU6AAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,Scotland
0011n00002Bnv7DAAR,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bnv7FAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7GAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bnv7HAAR,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7JAAR,Individuals,10.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002BnzqIAAR,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bnv7KAAR,Individuals,200.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bnv7MAAR,Individuals,139.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnaJsAAJ,Companies,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002Bnv6aAAB,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bnv7EAAR,Individuals,20.0,Microsoft.OleDb.Date,Mary's Meals Leaflets,Credit cards,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002Bnv75AAB,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv76AAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bnv77AAB,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Northern Ireland
0011n00002Bnv78AAB,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv79AAB,Individuals,3000.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7CAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7AAAR,Individuals,115.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7BAAR,Individuals,15.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7SAAR,Individuals,7.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnU72AAF,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnbRPAAZ,Companies,32.17,Microsoft.OleDb.Date,Collection Boxes,Cash,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BnbiGAAR,Companies,18.78,Microsoft.OleDb.Date,Collection Boxes,Cash,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002Bnv7oAAB,Individuals,50.0,Microsoft.OleDb.Date,Mary's Meals Leaflets,Standing Order,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BnvuuAAB,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 11,Scotland
0011n00002BntTbAAJ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,Scotland
0011n00002BntScAAJ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnsVtAAJ,Individuals,21.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,England
0011n00002BnsVtAAJ,Individuals,21.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7kAAB,Individuals,27.8,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BntScAAJ,Individuals,10.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002Bnv7NAAR,Individuals,250.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7QAAR,Individuals,20.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnsVtAAJ,Individuals,15.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002Bnv7tAAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
